"pop1","pop2","pop3","pop4","est","se","z","p","n"
"XG1","GX15","QT1","SP1",0.526752479320153,0.0777580429133875,6.774250734511,1.25052634748548e-11,2099109
"XG1","GX15","QT2","SP1",0.530975132025463,0.0763036992764113,6.95870759950966,3.43408420302425e-12,2065014
"XG1","GX15","KL1","SP1",0.523311232592552,0.0777364640011359,6.73186308789277,1.67504224606537e-11,2043996
"XG1","GX15","KL2","SP1",0.532367383196692,0.0804074051086106,6.62087506091752,3.57078685496105e-11,2361060
"XG1","GX15","FH1","SP1",0.524480652028737,0.0749232582881515,7.00023816385037,2.55527759240747e-12,1936881
"XG1","GX14","UQ1","SP1",0.530408712591435,0.0711715695984409,7.45253639317032,9.15625883480581e-14,2331632
"XG1","GX14","CN1","SP1",0.520697504932654,0.0714047157131183,7.29220051830543,3.04932856575306e-13,2332255
"XG1","GX14","CN10","SP1",0.515945907665198,0.0716580198345339,7.20011394197848,6.0162263707244e-13,2331662
"XG1","GX14","AL1","SP1",0.525391675462188,0.0705242843714677,7.44979803970543,9.34832258599042e-14,2277259
"XG1","GX14","AL2","SP1",0.522474226997399,0.0675017135667709,7.74016242536689,9.92898881934142e-15,2059344
"XG1","GX14","QT1","SP1",0.517874598104117,0.0667354040152999,7.76011782269854,8.48505204335144e-15,2070074
"XG1","GX14","QT2","SP1",0.523028800691615,0.0658467492664672,7.94312257656081,1.97153940245288e-15,2037088
"XG1","GX14","KL1","SP1",0.515308625359011,0.0673583677131355,7.65025404940923,2.00582636253878e-14,2016030
"XG1","GX14","KL2","SP1",0.531634572216229,0.0700269821988509,7.59185324746084,3.15362073523478e-14,2327497
"XG1","GX14","FH1","SP1",0.520529241763396,0.0642247321040519,8.10480985611703,5.28280700543057e-16,1911274
"XG1","GX16","UQ1","SP1",0.506210920679433,0.0663299022443789,7.63171516240748,2.31650815873904e-14,2383809
"XG1","GX16","CN1","SP1",0.498852660288934,0.067664495777097,7.37244332585104,1.67528821968282e-13,2384463
"XG1","GX16","CN10","SP1",0.493122240517608,0.0681578741069186,7.23500031330279,4.65528063630393e-13,2383809
"XG1","GX16","AL1","SP1",0.500620241677724,0.0666697428851019,7.50895713728023,5.96002342440468e-14,2328258
"XG1","GX16","AL2","SP1",0.485566162174455,0.0668173006275691,7.26707241408835,3.67361900475063e-13,2104781
"XG1","GX16","QT1","SP1",0.486821322243443,0.0663692536356829,7.335042893743,2.21650485897265e-13,2115938
"XG1","GX16","QT2","SP1",0.486420451950397,0.0661599508168654,7.35218883848383,1.94987062861942e-13,2081637
"XG1","GX16","KL1","SP1",0.484312744456917,0.0653098288861694,7.41561802743415,1.21058939464121e-13,2060720
"XG1","GX16","KL2","SP1",0.506904076219873,0.0669743759745073,7.56862708825862,3.77189203310428e-14,2379586
"XG1","GX16","FH1","SP1",0.481518904670579,0.0658671105147451,7.3104604241412,2.66228554579861e-13,1952943
"XG1","GX18","UQ1","SP1",0.472459940905119,0.0880082658813035,5.36835871237735,7.94564002519829e-08,2392330
"XG1","GX18","CN1","SP1",0.458273344291246,0.0930079896365721,4.92724706857922,8.33962742550888e-07,2393013
"XG1","GX18","CN10","SP1",0.44659703907276,0.0980795060908692,4.55341851598431,5.27811211423856e-06,2392343
"XG1","GX18","AL1","SP1",0.469587919717763,0.0875199290951688,5.36549703104918,8.07266082073872e-08,2336866
"XG1","GX18","AL2","SP1",0.462619724927555,0.0833952389103836,5.54731578171609,2.9008854115395e-08,2113438
"XG1","GX18","QT1","SP1",0.465753780937418,0.0840893266795618,5.53879783949585,3.0455495311707e-08,2124682
"XG1","GX18","QT2","SP1",0.465310134579928,0.0834058753123567,5.57886519189843,2.42092766067099e-08,2090216
"XG1","GX18","KL1","SP1",0.463822054145837,0.0808139742487359,5.73937933949699,9.50241573002444e-09,2069037
"XG1","GX18","KL2","SP1",0.469257077875154,0.0893909109823924,5.24949430225166,1.52517316781154e-07,2388108
"XG1","GX18","FH1","SP1",0.459335635339537,0.0826761967692548,5.55583896319662,2.76281501520101e-08,1961457
"XG1","Gx17","UQ1","SP1",0.527659808726772,0.0814349558725028,6.47952470868767,9.20119989286116e-11,2307769
"XG1","Gx17","CN1","SP1",0.519338066912616,0.0827783330413577,6.27384060335141,3.52249129141723e-10,2308356
"XG1","Gx17","CN10","SP1",0.516532203425384,0.0833551552406717,6.19676373865538,5.76359156210452e-10,2307770
"XG1","Gx17","AL1","SP1",0.522874276594467,0.0816395423972882,6.40466937026628,1.50695583896319e-10,2264323
"XG1","Gx17","AL2","SP1",0.522753878340156,0.0792372608520319,6.59732394480861,4.18645365451952e-11,2065015
"XG1","Gx17","QT1","SP1",0.519473134768172,0.0796579121203472,6.52129990531702,6.97006600646716e-11,2076298
"XG1","Gx17","QT2","SP1",0.523313529252657,0.0783277729912662,6.68107248894985,2.3719985327472e-11,2049316
"XG1","Gx17","KL1","SP1",0.516497985327815,0.079730275103266,6.4780660126765,9.29057091869511e-11,2026479
"XG1","Gx17","KL2","SP1",0.528366045015926,0.0806471767916308,6.55157521981299,5.69332975099173e-11,2303567
"XG1","Gx17","FH1","SP1",0.515629053298488,0.0775722491335043,6.64708138616781,2.98961742327365e-11,1929933
"XG2","CN6","UQ1","SP1",0.575332482997311,0.0558486734412738,10.3016320271651,6.92758840233544e-25,2548375
"XG2","CN6","CN1","SP1",0.561638288690779,0.05689496211822,9.87149420231217,5.53341105034134e-23,2549183
"XG2","CN6","CN10","SP1",0.572455467718642,0.056032468621698,10.216495574799,1.67279348355298e-24,2548500
"XG2","CN6","AL1","SP1",0.571415162722476,0.0561441655920568,10.1776410192713,2.49537221735712e-24,2489245
"XG2","CN6","AL2","SP1",0.557000678920877,0.0554830580552397,10.0391128110913,1.02592706444121e-23,2249726
"XG2","CN6","QT1","SP1",0.562010415146377,0.0556478861937866,10.0994027551963,5.5579642125018e-24,2261973
"XG2","CN6","QT2","SP1",0.555232774334264,0.055592420992996,9.98756241258528,1.72778194050668e-23,2225931
"XG2","CN6","KL1","SP1",0.556839368141775,0.0549745282693898,10.1290431345425,4.10648159206342e-24,2202761
"XG2","CN6","KL2","SP1",0.573091520793824,0.0569813466203324,10.0575285560087,8.51080340909189e-24,2543743
"XG2","CN6","FH1","SP1",0.552955590452315,0.0547856549678559,10.0930725529657,5.92842373836934e-24,2087690
"XG2","GD15","UQ1","SP1",0.502058769619198,0.0670276392831235,7.49032451372055,6.87035299375052e-14,2496617
"XG2","GD15","CN1","SP1",0.501528402431105,0.0658821634966168,7.6125065695036,2.68830525562175e-14,2497292
"XG2","GD15","CN10","SP1",0.512198542929184,0.0656808952813442,7.79828808263317,6.27526241977688e-15,2496652
"XG2","GD15","AL1","SP1",0.498798077295152,0.0660819109855024,7.54817876566225,4.41386814234604e-14,2438860
"XG2","GD15","AL2","SP1",0.486214187579335,0.0651781497304967,7.45977278566158,8.66718119881474e-14,2205059
"XG2","GD15","QT1","SP1",0.492824031757725,0.0656381339015357,7.50819687374133,5.99473061249374e-14,2217052
"XG2","GD15","QT2","SP1",0.484177584360005,0.065427703091108,7.40019229600324,1.35987428754566e-13,2181622
"XG2","GD15","KL1","SP1",0.48717120842121,0.0650879960191868,7.48480884674343,7.16513465058223e-14,2159266
"XG2","GD15","KL2","SP1",0.501661229118758,0.0661785670376201,7.58041842812315,3.44442271992202e-14,2492080
"XG2","GD15","FH1","SP1",0.479175579245846,0.0635604442489559,7.53889600533617,4.73966741702112e-14,2046871
"XG2","GD7","UQ1","SP1",0.61634507644241,0.0502777693099045,12.2587991651609,1.50716777988972e-34,2508717
"XG2","GD7","CN1","SP1",0.611149923618607,0.0499832888492394,12.2270850456033,2.22790863518185e-34,2509446
"XG2","GD7","CN10","SP1",0.619488530732374,0.0497622698854633,12.4489604706183,1.41678428268676e-35,2508745
"XG2","GD7","AL1","SP1",0.614599952512333,0.0496562320994333,12.3770960165007,3.47697216172883e-35,2450445
"XG2","GD7","AL2","SP1",0.598118787700219,0.0495229727912849,12.0776026556604,1.38705009574088e-33,2214837
"XG2","GD7","QT1","SP1",0.605291437177785,0.0492863818433847,12.2811091936348,1.14418700342886e-34,2226654
"XG2","GD7","QT2","SP1",0.598896323014527,0.0499250004166144,11.9959202406981,3.73245616705181e-33,2191163
"XG2","GD7","KL1","SP1",0.592320831771618,0.0500306710836755,11.8391542416245,2.4491019744574e-32,2168391
"XG2","GD7","KL2","SP1",0.615518074268823,0.0502803942068246,12.2417113862898,1.86067400970442e-34,2504207
"XG2","GD7","FH1","SP1",0.588053591308113,0.0495432911552706,11.8694898460647,1.70504166342145e-32,2055189
"XG2","TW4","UQ1","SP1",0.528374064236197,0.069549442238002,7.59709995125585,3.02840632155044e-14,2547380
"XG2","TW4","CN1","SP1",0.512687868535749,0.0726662971907098,7.0553735136692,1.72137703226482e-12,2548264
"XG2","TW4","CN10","SP1",0.528194887499707,0.0677765685381471,7.79317836373524,6.53442775473128e-15,2547570
"XG2","TW4","AL1","SP1",0.523128796589427,0.0686941487271055,7.61533269256467,2.63013124720116e-14,2488315
"XG2","TW4","AL2","SP1",0.509878140982103,0.0691905985963266,7.36918239364926,1.71677647919191e-13,2248888
"XG2","TW4","QT1","SP1",0.526426546541594,0.0636606691609288,8.26925876652085,1.34794419300034e-16,2261204
"XG2","TW4","QT2","SP1",0.513004025034676,0.0659210774329304,7.78209405871161,7.13337986012989e-15,2225154
"XG2","TW4","KL1","SP1",0.51373084361416,0.0682597747879496,7.52611395525514,5.2272723771907e-14,2201945
"XG2","TW4","KL2","SP1",0.523996265654432,0.0698654410218815,7.50007812146092,6.37798100632271e-14,2542767
"XG2","TW4","FH1","SP1",0.502140293743079,0.0679972239825043,7.38471755659142,1.52777354586575e-13,2086987
"XG2","GX4","UQ1","SP1",0.553192604889269,0.0620498030512499,8.91529993144959,4.86497638968436e-19,2541244
"XG2","GX4","CN1","SP1",0.546085516768084,0.0613887195851789,8.89553521327924,5.81384184609587e-19,2542022
"XG2","GX4","CN10","SP1",0.556588638318456,0.0610022035219563,9.12407431508807,7.23519145060056e-20,2541323
"XG2","GX4","AL1","SP1",0.549956943520125,0.0613478414065797,8.96456877553871,3.11497311183547e-19,2482169
"XG2","GX4","AL2","SP1",0.532624674445462,0.0602368937339536,8.84216700811115,9.38797552076458e-19,2243187
"XG2","GX4","QT1","SP1",0.541349233618729,0.060739709215906,8.91260825260858,4.98458507101407e-19,2255448
"XG2","GX4","QT2","SP1",0.532003668029898,0.0609743206732406,8.72504461149946,2.66075718723131e-18,2219493
"XG2","GX4","KL1","SP1",0.533004330191439,0.0600617751812617,8.87426867725561,7.03944353869977e-19,2196285
"XG2","GX4","KL2","SP1",0.552903237965201,0.0614274754220945,9.00091097942682,2.23852405973858e-19,2536631
"XG2","GX4","FH1","SP1",0.526305691694504,0.0595111759592144,8.84381266562779,9.25066574525427e-19,2081552
"XG2","GX15","UQ1","SP1",0.551265155406246,0.0772416074756806,7.13689387652647,9.546348927798e-13,2449194
"XG2","GX15","CN1","SP1",0.535378748329066,0.0780749759051863,6.85723872626264,7.02042607355719e-12,2449902
"XG2","GX15","CN10","SP1",0.5474619510691,0.0773676070552058,7.07611327152018,1.48253697264941e-12,2449306
"XG2","GX15","AL1","SP1",0.54851847434105,0.0762136933961345,7.19711182989159,6.15013213082421e-13,2391328
"XG2","GX15","AL2","SP1",0.544501867466836,0.0726805909864754,7.49170941067552,6.79823074879409e-14,2158779
"XG2","GX15","QT1","SP1",0.54996822953639,0.0729576467073423,7.5381848833817,4.76557909544306e-14,2170767
"XG2","GX15","QT2","SP1",0.546018920961046,0.0719616211588522,7.58764063632936,3.2578293872787e-14,2135467
"XG2","GX15","KL1","SP1",0.539744869463389,0.0738118962475621,7.31243738344164,2.62339540300324e-13,2113370
"XG2","GX15","KL2","SP1",0.552161416456018,0.0756319899322066,7.30063319702354,2.86416591569476e-13,2444749
"XG2","GX15","FH1","SP1",0.536518496337743,0.0709740108658976,7.55936560146604,4.05039956159111e-14,2001824
"XG2","GX14","UQ1","SP1",0.524999295311472,0.0735058669618021,7.14227744003471,9.17970760961695e-13,2414242
"XG2","GX14","CN1","SP1",0.508405578304414,0.0756135823253218,6.7237335233905,1.77126240530547e-11,2414993
"XG2","GX14","CN10","SP1",0.517757376696666,0.0755462888894555,6.85351172516606,7.20587426590217e-12,2414392
"XG2","GX14","AL1","SP1",0.51852651645951,0.0727659695118809,7.12594802127727,1.03366723291309e-12,2357278
"XG2","GX14","AL2","SP1",0.511862854217065,0.0696866024655779,7.34521179260967,2.05433538934059e-13,2129329
"XG2","GX14","QT1","SP1",0.512401661210032,0.0699785848121467,7.32226384093853,2.43822162090676e-13,2140596
"XG2","GX14","QT2","SP1",0.512391767224131,0.0677203651259315,7.56628772262668,3.84040936838332e-14,2106440
"XG2","GX14","KL1","SP1",0.505391739555527,0.0702896411673532,7.19013116530551,6.47291081271468e-13,2084275
"XG2","GX14","KL2","SP1",0.522994908098071,0.0720495546488962,7.25882221821732,3.90475279068125e-13,2409885
"XG2","GX14","FH1","SP1",0.502912405290629,0.0673839909828144,7.46338110811649,8.43299715610002e-14,1975245
"XG2","GX16","UQ1","SP1",0.543749298440894,0.0734348360236194,7.40451436789487,1.31631276748691e-13,2468635
"XG2","GX16","CN1","SP1",0.532990072154038,0.0729589665110521,7.30534021576771,2.76566060167459e-13,2469431
"XG2","GX16","CN10","SP1",0.542272443991812,0.0730557165972551,7.4227243157613,1.14735437822684e-13,2468752
"XG2","GX16","AL1","SP1",0.536687450737087,0.0733166990353968,7.32012567120593,2.47738839335847e-13,2410476
"XG2","GX16","AL2","SP1",0.515015743767704,0.0722508700857776,7.12815974612164,1.01719684550994e-12,2176653
"XG2","GX16","QT1","SP1",0.520607974445379,0.0729642368759519,7.13511162092295,9.67086485085533e-13,2188406
"XG2","GX16","QT2","SP1",0.5137009318003,0.0728192748557647,7.05446370920066,1.73267663496825e-12,2152920
"XG2","GX16","KL1","SP1",0.515013415885842,0.0709707493490213,7.2566997052983,3.9664894675559e-13,2130909
"XG2","GX16","KL2","SP1",0.541671194758394,0.0727648101818838,7.44413671119908,9.75804082861611e-14,2464192
"XG2","GX16","FH1","SP1",0.506322987895413,0.0700881880241104,7.22408443090635,5.04489083377857e-13,2018709
"XG2","GX18","UQ1","SP1",0.517086655536224,0.0697333651915114,7.41519721751747,1.21443952150468e-13,2477317
"XG2","GX18","CN1","SP1",0.500880424376974,0.0707898624971442,7.07559538482196,1.48808462192972e-12,2478137
"XG2","GX18","CN10","SP1",0.507038494850823,0.0699492476312457,7.24866259496884,4.20906943273222e-13,2477444
"XG2","GX18","AL1","SP1",0.511516240837889,0.0690224070545682,7.41087224665304,1.25471409505937e-13,2419214
"XG2","GX18","AL2","SP1",0.495940817465091,0.0684838700821624,7.24171716449573,4.43039042756007e-13,2185487
"XG2","GX18","QT1","SP1",0.506392403410606,0.0670674643523514,7.55049275085426,4.3361453559613e-14,2197290
"XG2","GX18","QT2","SP1",0.499163997904262,0.0678032238361062,7.36195079913663,1.81241778524571e-13,2161712
"XG2","GX18","KL1","SP1",0.49760313423174,0.0679813384921578,7.31970192509732,2.48522358582081e-13,2139293
"XG2","GX18","KL2","SP1",0.511752254073794,0.0687846436218893,7.43992012064361,1.00746200902632e-13,2472867
"XG2","GX18","FH1","SP1",0.487695288131316,0.066767642659897,7.30436583803854,2.78577471686839e-13,2027298
"XG2","Gx17","UQ1","SP1",0.547682600826723,0.0770863875324401,7.10479007199867,1.20505568265026e-12,2387403
"XG2","Gx17","CN1","SP1",0.53394845463863,0.0780148614729104,6.84418897320014,7.69103406124523e-12,2388118
"XG2","Gx17","CN10","SP1",0.546178630017885,0.0771178572207666,7.08238856344686,1.41690692851426e-12,2387507
"XG2","Gx17","AL1","SP1",0.541915281779832,0.076853044747092,7.05131831228244,1.77230535624906e-12,2341974
"XG2","Gx17","AL2","SP1",0.536569232312728,0.074173605401829,7.23396455391256,4.69094257503379e-13,2133716
"XG2","Gx17","QT1","SP1",0.542051443287622,0.0744719653300051,7.2785972665774,3.37308992646924e-13,2145660
"XG2","Gx17","QT2","SP1",0.537154822468148,0.0734367651985389,7.31452183406951,2.58299508334358e-13,2117794
"XG2","Gx17","KL1","SP1",0.532358345751793,0.0757274797834891,7.0299229193134,2.06647666001576e-12,2093734
"XG2","Gx17","KL2","SP1",0.54659707666506,0.075585296921576,7.23152648632425,4.77594922082096e-13,2383004
"XG2","Gx17","FH1","SP1",0.52653112080421,0.0731910029810048,7.19393230532529,6.29514159485842e-13,1993490
"XG3","CN6","UQ1","SP1",0.6336796479207,0.0504582192648032,12.5585020072779,3.57028262425018e-36,2519207
"XG3","CN6","CN1","SP1",0.623059029448336,0.05221042145467,11.9336142495859,7.90646136938202e-33,2519899
"XG3","CN6","CN10","SP1",0.624827181810187,0.0524104484258354,11.9218056814447,9.11121484483429e-33,2519250
"XG3","CN6","AL1","SP1",0.633171144879236,0.049735475110431,12.7307750347888,3.9886013359938e-37,2460731
"XG3","CN6","AL2","SP1",0.620760113714771,0.0490198371436316,12.6634470835939,9.42673594237331e-37,2224535
"XG3","CN6","QT1","SP1",0.621362956751271,0.0486791482255594,12.7644582824689,2.58945840050812e-37,2236835
"XG3","CN6","QT2","SP1",0.620339956435238,0.0481745695890407,12.8769174634486,6.07123261484981e-38,2200987
"XG3","CN6","KL1","SP1",0.620517960858483,0.0477353908362446,12.9991176355329,1.23762991039677e-38,2177987
"XG3","CN6","KL2","SP1",0.634891450875347,0.0502395539405817,12.6372827996489,1.31520919498161e-36,2514693
"XG3","CN6","FH1","SP1",0.627012558392617,0.0464857247784797,13.4882818624544,1.83322995266678e-41,2064335
"XG3","GD15","UQ1","SP1",0.556503236008835,0.0613146450291095,9.07618784622552,1.12444212818176e-19,2468207
"XG3","GD15","CN1","SP1",0.556948759878272,0.0617049155443998,9.02600311441184,1.78056489491818e-19,2468751
"XG3","GD15","CN10","SP1",0.559837932697866,0.061594279986949,9.08912212004894,9.98419268424056e-20,2468148
"XG3","GD15","AL1","SP1",0.556595022032825,0.0607557354875909,9.16119305553477,5.13266800411788e-20,2411098
"XG3","GD15","AL2","SP1",0.546401506134485,0.0591277245275435,9.24103727144031,2.4411906880692e-20,2180517
"XG3","GD15","QT1","SP1",0.550140994880014,0.0588696660687223,9.34506736012056,9.18310006247302e-21,2192558
"XG3","GD15","QT2","SP1",0.544934573360773,0.0598046382495917,9.11191153914377,8.09430350900199e-20,2157344
"XG3","GD15","KL1","SP1",0.548487907785274,0.0582679568163768,9.41319959980329,4.81259140750867e-21,2135146
"XG3","GD15","KL2","SP1",0.559149849353159,0.0611565193899218,9.14293120228328,6.07820591796657e-20,2463773
"XG3","GD15","FH1","SP1",0.550380999528749,0.0570673330425461,9.64441424165411,5.19066837389895e-22,2024153
"XG3","GD7","UQ1","SP1",0.631855919423005,0.045028098079834,14.0324807479706,9.86397896659243e-45,2480203
"XG3","GD7","CN1","SP1",0.628396316982545,0.0455310662503129,13.8014847604898,2.49657048884523e-43,2480817
"XG3","GD7","CN10","SP1",0.629100711805613,0.0457458296621972,13.7520888013423,4.94800374646295e-43,2480144
"XG3","GD7","AL1","SP1",0.633805442892465,0.0442101901614887,14.3361844990337,1.30009255097867e-46,2422583
"XG3","GD7","AL2","SP1",0.618285741171251,0.0431716237456207,14.3215771733388,1.60440315259362e-46,2190183
"XG3","GD7","QT1","SP1",0.625005298227159,0.0430405519732355,14.5213123339081,8.87938621060978e-48,2202088
"XG3","GD7","QT2","SP1",0.621112253897525,0.0435980192132586,14.2463411206681,4.72391212041941e-46,2166771
"XG3","GD7","KL1","SP1",0.615177765407631,0.0432852693908814,14.2121736577947,7.69978940338323e-46,2144179
"XG3","GD7","KL2","SP1",0.63575608826964,0.0446515578878753,14.2381614067328,5.3105936937885e-46,2475798
"XG3","GD7","FH1","SP1",0.621146735277172,0.0422998910418067,14.6843578075241,8.11998472194847e-49,2032372
"XG3","TW4","UQ1","SP1",0.572669819483541,0.074209023801549,7.71698359777624,1.19114973485119e-14,2518179
"XG3","TW4","CN1","SP1",0.559450749510655,0.076319400524366,7.33038710559634,2.29488880141301e-13,2518946
"XG3","TW4","CN10","SP1",0.5661059122619,0.0737155162359168,7.67960317133441,1.59582149050331e-14,2518289
"XG3","TW4","AL1","SP1",0.570279991834531,0.0734506281172379,7.76412682168329,8.22096075613132e-15,2459773
"XG3","TW4","AL2","SP1",0.558604056753778,0.0722075192531614,7.73609261931985,1.02518789925256e-14,2223658
"XG3","TW4","QT1","SP1",0.569529978459307,0.0701034169374116,8.124140068205,4.50545226932113e-16,2236040
"XG3","TW4","QT2","SP1",0.562686400812495,0.0705230949260175,7.97875364662857,1.47818266916019e-15,2200187
"XG3","TW4","KL1","SP1",0.561639296305239,0.0718927774743168,7.81217969365393,5.62073471543841e-15,2177148
"XG3","TW4","KL2","SP1",0.570307005000977,0.0749372738232558,7.61045839946194,2.73125470494692e-14,2513683
"XG3","TW4","FH1","SP1",0.561227329020902,0.0715648319558766,7.84222241123863,4.426414524774e-15,2063608
"XG3","GX4","UQ1","SP1",0.597253978760419,0.0564276774944678,10.584415401803,3.51970943192144e-26,2512195
"XG3","GX4","CN1","SP1",0.592514602541664,0.0567493081318307,10.4409132383646,1.61251887491761e-25,2512867
"XG3","GX4","CN10","SP1",0.595268804842406,0.0567410018167724,10.4909815791523,9.503589980089e-26,2512200
"XG3","GX4","AL1","SP1",0.597168384729968,0.0556827453057365,10.7244781386245,7.81268323179631e-27,2453785
